ticker,company,target,date,year,deal_size_mn,deal_type,ta_group,specialty,size_basis,note,source_url,upfront_musd,milestone_musd,deal_subtype,confidence
ROG,Roche,454 Life Sciences,2007-03-29,2007,154.0,M&A,Other,Sequencing,Actual,First commercial next-gen sequencer (pyrosequencing) kick-starting Roche 454 unit (cen.acs.org),,,,,
AZN,AstraZeneca,Arrow Therapeutics,2007-02-01,2007,149.6,M&A,Other,Other,Actual,Ribavirin-like antivirals for RSV & hepatitis C,,,,,
MRK,Merck & Co,SmartCells,2010-12-03,2010,138.0,M&A,Other,Endocrinology,Actual,Glucose-responsive “SmartInsulin” for type-1 & type-2 diabetes,,,,,
SNY,Sanofi,Nepentes Pharma,2010-05-19,2010,136.7,M&A,Consumer Health,Consumer-Health,Actual,Emolium emollient line & OTC dermatology brands – CEE CHC expansion,,,,,
NVS,Novartis,Vedere Bio ll,2020-10-29,2020,130.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,Optogenetic AAV platform and two preclinical programs for treating inherited retinal dystrophies and geographic atrophy,,,,,
JNJ,Johnson & Johnson,3-Dimensional Pharmaceuticals,2003-03-28,2003,129.7,M&A,Other,Other,Actual,Structural chemogenomics & pharmacophore modeling toolbox,,,,,
ROG,Roche,Igen International,2004-02-16,2004,126.8,M&A,Diagnostics,Diagnostics,Actual,Electro-chemiluminescence detection technology (basis of cobas e analyzers) (roche.com),,,,,
ROG,Roche,CAPP Medical,2015-04-09,2015,125.0,M&A,Diagnostics,Diagnostics,Actual,Ultra-sensitive ctDNA assay for minimal-residual disease monitoring in cancer (genomeweb.com),,,,,
PFE,Pfizer,Meridica,2004-09-22,2004,125.0,M&A,Other,Other,Actual,Dry-powder inhaler device for asthma/COPD combo pipeline (sec.gov),,,,,
ROG,Roche,Mirus Bio,2008-07-22,2008,125.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,"Dynamic poly-conjugate delivery for RNAi & siRNA drugs, incl. hepatitis B project (cen.acs.org)",,,,,
SNY,Sanofi,Universal Medicare,2011-11-01,2011,124.3,M&A,Consumer Health,Consumer-Health,Actual,"40-brand OTC vitamins & joint-health range – gave Sanofi its first sizeable CHC platform in India (reuters.com, asianscientist.com)",,,,,
NVS,Novartis,Nektar Therapeutics (Pulmonary Drug,2008-12-31,2008,115.0,M&A,Respiratory,Respiratory,Actual,Dry-powder & liquid inhalation tech + TIP-Tobramycin program for CF; enhances respiratory drug-delivery capabilities (ir.nektar.com),,,,,
ABBV,AbbVie,Mitokinin,2023-10-04,2023,110.0,M&A,CNS/Neurology,Cns,Actual,PINK1 activator series aiming at disease-modifying Parkinson’s therapy,,,,,
SNY,Sanofi,Globalpharma,2014-06-26,2014,104.8,M&A,Gene/Cell Therapy,Generics,Actual,Local branded-generics respiratory & diabetes portfolio—Gulf expansion (sanofi.com),,,,,
ROG,Roche,Structure Therapeutics — GLP-1 patent license (CT-996),2026-01-05,2026,100.0,BD,Cardiovascular/Metabolic,Obesity / metabolic — GLP-1 (defensive n,Actual,,https://www.sec.gov/Archives/edgar/data/1888886/000110465926043425/tm2611763d1_ex99-1.htm,100.0,0.0,BD-license,MEDIUM
GSK,GSK,Cellzome,2012-05-15,2012,99.0,M&A,Other,Platform,Actual,Chemoproteomics platform for target and drug discovery.,,,,,
JNJ,Johnson & Johnson,OraPharma,2003-02-10,2003,85.0,M&A,Other,Other,Actual,Arestin® minocycline microspheres for periodontal disease,,,,,
LLY,Eli Lilly,Sigilon Therapeutics,2023-08-11,2023,81.8,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,SIG-002 encapsulated islet-cell therapy (investor.lilly.com),,,,,
AMGN,Amgen,Amgen Dompé,2008-01-04,2008,81.5,M&A,Other,Other,Actual,Buyout of a joint venture in Italy.,,,,,
MRK,Merck & Co,Abmaxis,2006-06-30,2006,80.0,M&A,Other,Other,Actual,AISIM™ in-silico antibody-engineering technology,,,,,
LLY,Eli Lilly,Aurka Pharma,2018-05-14,2018,66.8,M&A,Oncology,Oncology,Actual,Alisertib Aurora-A inhibitor,,,,,
NVS,Novartis,[Triad Therapeutics Holdings,2004-12-13,2004,60.0,M&A,Other,Platform,Actual,Structure-based discovery of p38 MAPK kinase inhibitors (inflammation / oncology); R&D technology bolt-on (bioworld.com),,,,,
SNY,Sanofi,Sanofi Pasteur VaxDesign,2010-12-31,2010,60.0,M&A,Vaccines,Vaccines,Actual,MIMIC® “human immune-system-in-a-dish” high-throughput vaccine-screening technology,,,,,
GSK,GSK,Genelabs Technologies,2008-10-29,2008,57.0,M&A,Anti-Infectives,Anti-Infectives,Actual,Assets related to Hepatitis E virus.,,,,,
PFE,Pfizer,Icagen (Acquired),2011-10-28,2011,56.0,M&A,CNS/Neurology,Cns,Actual,Nav1.7/1.8 modulators for neuropathic pain & epilepsy (outsourcing-pharma.com),,,,,
GSK,GSK,Elsie Biotechnologies,2024-06-06,2024,51.0,M&A,Other,Platform,Actual,Oligonucleotide discovery and synthesis platform technology.,,,,,
GSK,GSK,PLIVA-lstrazivaěki Institut,2006-02-14,2006,50.0,M&A,Other,Other,Actual,A drug discovery research institute based in Croatia.,,,,,
ROG,Roche,Memory Pharmaceuticals,2008-12-31,2008,50.0,M&A,CNS/Neurology,Cns,Actual,Nicotinic-α7 receptor modulators for cognitive impairment in AD & schizophrenia (roche.com),,,,,
PFE,Pfizer,BIND Therapeutics,2016-08-01,2016,40.0,M&A,Oncology,Oncology,Actual,ACCURINS® targeted nanoparticles & mTOR-i (AVI-110) platform (pfizer.com),,,,,
GSK,GSK,Bristol-Myers Squibb Pakistan,2008-12-23,2008,36.5,M&A,Other,Other,Actual,Majority stake in BMS's Pakistan commercial operations.,,,,,
ROG,Roche,Signature Diagnostics,2015-02-12,2015,31.9,M&A,Diagnostics,Diagnostics,Actual,"Early-stage CRC, lung-cancer biomarker panels and biobank assets (genomeweb.com)",,,,,
PFE,Pfizer,CovX Research,2008-01-23,2008,23.0,M&A,Other,Other,Actual,CovX-Body™ peptide-antibody fusions for oncology & diabetes (pfizer.com),,,,,
GSK,GSK,Praecis Pharmaceuticals,2007-02-16,2007,21.7,M&A,Oncology,Oncology,Actual,PPI-2458: An oral METAP-2 inhibitor for non-Hodgkin's lymphoma.,,,,,
PFE,Pfizer,Synbiotics,2010-12-30,2010,20.0,M&A,Other,Other,Actual,Rapid ELISA / lateral-flow tests for companion- & food-animal diseases (pfizer.com),,,,,
ROG,Roche,innovatis,2009-03-16,2009,19.1,M&A,Diagnostics,Diagnostics,Actual,Automated cell-culture analyzers (Cedex) for bioprocess monitoring (roche.com),,,,,
PFE,Pfizer,BioCina,2006-10-04,2006,17.1,M&A,Other,Other,Actual,Not an acquisition: Pfizer sold its Adelaide biologics plant to CDMO BioCina in 2021 – excluded from buy-side totals (bioprocessintl.com),,,,,
NVO,Novo Nordisk,Embark Biotech,2023-08-30,2023,16.4,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,"Pre-clinical appetite-regulation peptides; three-year discovery pact (pmlive.com, investopedia.com)",,,,,
NVS,Novartis,Grandis Biotech,2000-04-10,2000,15.7,M&A,Gene/Cell Therapy,Generics,Actual,72 % stake in German generics producer to broaden Sandoz EU portfolio (CHF 26 m) (sec.gov),,,,,
AMGN,Amgen,Catherex,2015-12-21,2015,10.5,M&A,Oncology,Oncology,Actual,Next-generation oncolytic immunotherapy.,,,,,
GSK,GSK,Spectra Biomedical,1997-06-01,1997,9.0,M&A,Other,Platform,Actual,Gene discovery platform for identifying disease-related genes.,,,,,
SNY,Sanofi,Cell Genesys (San Diego ManufacturingDren-0201,2005-11-22,2005,3.2,M&A,Oncology,Oncology,Actual,GMP vector facility for GVAX cancer-vaccine programmes,,,,,
NVS,Novartis,Zonsen PepLib Biotech — radioligand therapy asset,2026-01-12,2026,0.0,BD,Oncology,Oncology / radioligand therapy (peptide-,Actual,,https://www.businesswire.com/news/home/20260112577341/en/Zonsen-PepLib-Biotech-and-Novartis-Sign-Worldwide-License-Agreement-regarding-Radioligand-Therapy-Asset,50.0,,BD-license,HIGH
ROG,Roche,MediLink Therapeutics — YL201 B7H3 ADC,2026-01-08,2026,0.0,BD,Oncology,Oncology — B7H3 ADC (solid tumors); ex-C,Actual,,https://www.prnewswire.com/news-releases/medilink-has-signed-an-additional-exclusive-licensing-agreement-with-roche-302656495.html,570.0,,BD-license,HIGH
GSK,GSK,Helix,2026-01-07,2026,0.0,BD,Gene/Cell Therapy,Precision medicine / human genetics & ge,Actual,,https://www.prnewswire.com/news-releases/helix-announces-multi-year-strategic-collaboration-with-gsk-to-drive-precision-medicine-development-302654760.html,,,BD-collaboration,HIGH
ABBV,AbbVie,Forge Genetics — 'Forge Editing' non-CRISPR platform,2026-03-13,2026,0.0,BD,Gene/Cell Therapy,Platform / gene editing (research-tool l,Actual,,https://www.thebusinessdesk.com/eastmidlands/news/2108205-nottingham-biotech-lands-licensing-deal-with-pharma-giant-abbvie,,,BD-license,MEDIUM
JNJ,Johnson & Johnson,Nosis Bio (Nosis Biosciences),2026-03-24,2026,0.0,BD,CNS/Neurology,Neurology (+ one undisclosed second TA);,Actual,,https://www.nosisbio.com/news/nosis-bio-enters-into-strategic-collaboration-with-johnson-johnson,,,BD-collaboration,MEDIUM
ROG,Roche,Medicines Patent Pool — Xofluza / baloxavir access license,2026-05-18,2026,0.0,BD,Gene/Cell Therapy,Antiviral / influenza — generic baloxavi,Actual,,https://medicinespatentpool.org/news-publications-post/mpp-and-roche-sign-licence-agreement-to-expand-access-to-influenza-treatment-in-low-and-middle-income-countries,,,BD-license,HIGH
JNJ,Johnson & Johnson,Atraverse Medical,2026-04-24,2026,0.0,M&A,Diagnostics,MedTech / cardiac ablation (left-heart a,Actual,,https://www.jnjmedtech.com/en-US/news/press-releases/johnson-johnson-enters-agreement-to-acquire-atraverse-medical/,,,M&A,HIGH
NVO,Novo Nordisk,OpenAI — AI for drug discovery/delivery,2026-04-14,2026,0.0,BD,Other,Enterprise AI / drug-discovery technolog,Actual,,https://www.biospace.com/press-releases/novo-nordisk-and-openai-partner-to-transform-how-medicines-are-discovered-and-delivered,,,other,MEDIUM
GSK,GSK,Nuvalent,2026-06-09,2026,10600.0,M&A,Oncology,"Oncology/NSCLC (ROS1 zidesamtinib + ALK neladalkib, both FDA-filed)",Actual,"Tender offer + back-end merger; $124/sh, 40% premium; $9.4bn net of cash. GSK largest-ever buy.",https://www.gsk.com/en-gb/media/press-releases/gsk-enters-agreement-to-acquire-nuvalent-inc/,,,M&A,HIGH
JNJ,Johnson & Johnson,Firefly Bio,2026-06-08,2026,1000.0,M&A,Oncology,"Oncology (Firelink degrader-antibody-conjugate / DAC platform, KRAS)",Actual,"Definitive agreement, all-cash; expands DAC oncology pipeline.",https://www.jnj.com/media-center/press-releases/johnson-johnson-to-acquire-firefly-bio-inc-to-expand-oncology-pipeline-with-novel-degrader-antibody-conjugate-platform,,,M&A,HIGH
ROG,Roche,Nurix Therapeutics (NRIX) — bexobrutideg BTK degrader,2026-06-08,2026,2300.0,BD,Oncology,"Heme/Immunology/Neurology — BTK degrader, co-dev/co-commercialize (40/60 cost split)",Actual,"$700M upfront; up to $2.3B; Nurix co-commercializes US, Roche ex-US",https://www.roche.com/media/releases/med-cor-2026-06-08,700.0,1600.0,BD-license,HIGH
NVS,Novartis,Orionis Biosciences — molecular glue (Allo-Glue platform),2026-06-10,2026,1440.0,BD,Other,Molecular glue discovery (challenging targets) — Allo-Glue + AI platform,Actual,$40M upfront; up to $1.4B milestones; 2nd Novartis-Orionis deal,https://www.businesswire.com/news/home/20260610224927/en/Orionis-Biosciences-Announces-Strategic-Collaboration-with-Novartis-to-Discover-and-Develop-Molecular-Glue-Medicines,40.0,1400.0,BD-collaboration,HIGH
LLY,Eli Lilly,AlzeCure Pharma (ALZCUR) — ACD680 γ-secretase modulator (Alzheimer's),2026-06-09,2026,1000.0,BD,CNS/Neurology,"Alzheimer's — gamma-secretase modulator (Alzstatin ACD680), preclinical, global rights",Actual,$10M upfront; >$1B total excl. royalties; heavily backloaded,https://www.alzecurepharma.se/en/alzecure-pharma-enters-into-a-collaboration-and-out-licensing-agreement-with-lilly-for-alzheimers-project/,10.0,990.0,BD-license,HIGH
MRK,Merck & Co,Protillion Biosciences — AI protein design (multi-target biologics discovery),2026-06-16,2026,510.0,BD,Other,AI lab-in-the-loop protein design — multi-target biologics discovery + license,Actual,up to $510M milestones; upfront undisclosed,https://www.protillion.com/protillion-merck-collaboration,,510.0,BD-collaboration,HIGH
ABBV,AbbVie,Apogee Therapeutics (APGE) — zumilokibart (APG777) anti-IL-13 mAb for atopic dermatitis + APG333/APG273 (anti-TSLP combo),2026-06-22,2026,10900.0,M&A,Immunology,Atopic dermatitis & type-2 inflammation — extended half-life anti-IL-13 mAb zumilokibart (APG777); APG273 = APG777+APG333 (anti-TSLP) for asthma/COPD/CRSwNP,Actual,All-cash $135.11/share; equity value $10.9bn; implied EV ~$10.1bn net of cash/securities; debt-financed; Q3 2026E close; EPS accretive 2032 (dilutive ~$0.14 2026E /~$0.46 2027E); zumilokibart = primary value (AD),https://investors.apogeetherapeutics.com/news-releases/news-release-details/abbvie-acquire-apogee-therapeutics-deepening-immunology,10900.0,,M&A,HIGH
LLY,Eli Lilly,BioArctic (BIOA-B.ST) — BrainTransporter™ BBB delivery tech (undisclosed Lilly neurodegenerative compound),2026-06-22,2026,800.0,BD,CNS/Neurology,Neurodegeneration — BioArctic BrainTransporter shuttles an undisclosed Lilly compound across the blood-brain barrier; preclinical; global rights,Actual,$30M upfront; up to $800M total (incl. ~$770M milestones); research & collaboration combining a Lilly compound with BioArctic BrainTransporter™ BBB-delivery technology; preclinical,https://www.prnewswire.com/news-releases/bioarctic-and-lilly-sign-research-and-collaboration-agreement-combining-lilly-compound-with-bioarctics-braintransporter-technology-302806106.html,30.0,770.0,BD-collaboration,HIGH
